runs,wickets,overs,runs_last_5,wickets_last_5,total_score
118,10,17,31,4,118
49,0,5,40,0,119
57,0,6,46,0,119
61,0,7,45,0,119
69,0,8,44,0,119
72,1,9,33,1,119
96,1,10,47,1,119
106,1,11,49,1,119
114,1,12,53,1,119
119,1,13,50,1,119
34,3,5,24,3,139
44,3,6,31,2,139
55,3,7,39,0,139
59,3,8,40,0,139
64,3,9,40,0,139
71,4,10,37,1,139
74,4,11,30,1,139
79,4,12,24,1,139
86,4,13,27,1,139
93,4,14,29,1,139
106,4,15,35,0,139
122,4,16,48,0,139
124,5,17,45,1,139
134,6,18,48,2,139
139,8,19,46,4,139
55,1,5,45,1,140
64,1,6,48,1,140
73,1,7,37,1,140
81,2,8,35,2,140
84,2,9,34,1,140
88,2,10,33,1,140
96,2,11,32,1,140
105,3,12,32,2,140
119,3,13,38,1,140
123,3,14,39,1,140
128,3,15,40,1,140
132,4,16,36,2,140
140,4,17,35,1,140
51,0,5,44,0,181
57,0,6,44,0,181
64,0,7,44,0,181
72,0,8,49,0,181
79,0,9,43,0,181
83,2,10,32,2,181
93,2,11,36,2,181
102,2,12,38,2,181
115,2,13,43,2,181
126,2,14,47,2,181
137,3,15,54,1,181
151,3,16,58,1,181
166,3,17,64,1,181
172,3,18,57,1,181
181,4,19,55,2,181
70,1,5,60,1,187
78,1,6,61,1,187
86,1,7,57,1,187
102,1,8,61,1,187
115,1,9,55,1,187
123,2,10,53,1,187
126,2,11,48,1,187
150,2,12,64,1,187
159,2,13,57,1,187
166,2,14,51,1,187
179,3,15,56,1,187
187,3,16,61,1,187
78,0,5,66,0,227
82,0,6,59,0,227
98,0,7,67,0,227
115,0,8,62,0,227
121,0,9,58,0,227
128,0,10,50,0,227
142,0,11,60,0,227
145,1,12,47,1,227
156,1,13,41,1,227
176,1,14,55,1,227
184,2,15,56,2,227
194,2,16,52,2,227
202,2,17,57,1,227
213,2,18,57,1,227
227,2,19,51,1,227
72,0,5,68,0,171
76,0,6,60,0,171
88,0,7,53,0,171
92,1,8,42,1,171
102,1,9,38,1,171
107,1,10,35,1,171
113,1,11,37,1,171
117,2,12,29,2,171
121,2,13,29,1,171
130,3,14,28,2,171
140,4,15,33,3,171
152,4,16,39,3,171
155,5,17,38,3,171
166,7,18,45,5,171
171,7,19,41,4,171
61,1,5,52,1,214
70,1,6,44,1,214
74,1,7,40,1,214
95,1,8,50,1,214
107,1,9,53,0,214
115,1,10,54,0,214
125,1,11,55,0,214
135,1,12,61,0,214
142,1,13,47,0,214
154,1,14,47,0,214
168,1,15,53,0,214
185,1,16,60,0,214
190,1,17,55,0,214
197,2,18,55,1,214
214,2,19,60,1,214
52,1,5,48,1,217
58,1,6,46,1,217
65,1,7,43,1,217
73,1,8,43,1,217
87,1,9,42,1,217
98,1,10,46,0,217
107,1,11,49,0,217
117,2,12,52,1,217
136,2,13,63,1,217
146,2,14,59,1,217
158,3,15,60,2,217
171,3,16,64,2,217
174,5,17,57,3,217
198,6,18,62,4,217
217,6,19,71,4,217
58,3,5,46,3,179
64,3,6,43,2,179
70,3,7,44,2,179
79,3,8,47,1,179
82,3,9,31,1,179
93,3,10,35,0,179
104,3,11,40,0,179
109,4,12,39,1,179
117,4,13,38,1,179
124,5,14,42,2,179
131,5,15,38,2,179
139,6,16,35,3,179
143,7,17,34,3,179
158,7,18,41,3,179
179,7,19,55,2,179
52,1,5,47,1,182
63,1,6,53,1,182
67,2,7,47,2,182
73,2,8,37,2,182
76,2,9,37,1,182
92,2,10,40,1,182
98,2,11,35,1,182
109,2,12,42,0,182
116,3,13,43,1,182
122,3,14,46,1,182
129,4,15,37,2,182
144,4,16,46,2,182
154,4,17,45,2,182
174,4,18,58,1,182
182,5,19,60,2,182
56,2,5,53,1,199
72,2,6,60,1,199
81,2,7,61,0,199
87,2,8,58,0,199
104,2,9,59,0,199
119,2,10,63,0,199
131,2,11,59,0,199
140,3,12,59,1,199
146,4,13,59,2,199
152,5,14,48,3,199
161,5,15,42,3,199
170,5,16,39,3,199
185,5,17,45,2,199
193,6,18,47,2,199
199,6,19,47,1,199
62,2,5,58,2,200
74,2,6,55,2,200
82,2,7,48,2,200
89,2,8,48,2,200
99,2,9,47,0,200
114,2,10,52,0,200
124,2,11,50,0,200
141,2,12,59,0,200
154,2,13,65,0,200
174,2,14,75,0,200
193,4,15,79,2,200
200,4,16,76,2,200
49,1,5,45,1,167
52,2,6,32,2,167
57,2,7,32,2,167
61,2,8,29,2,167
66,3,9,25,2,167
77,3,10,28,2,167
82,4,11,30,2,167
88,4,12,31,2,167
111,4,13,50,2,167
117,5,14,51,2,167
125,5,15,48,2,167
128,6,16,46,2,167
139,6,17,51,2,167
160,6,18,49,2,167
167,8,19,50,3,167
47,3,5,46,2,140
48,3,6,35,2,140
55,3,7,30,1,140
63,3,8,36,0,140
65,3,9,23,0,140
72,3,10,25,0,140
76,3,11,28,0,140
84,4,12,29,1,140
88,4,13,25,1,140
91,5,14,26,2,140
97,5,15,25,2,140
108,5,16,32,2,140
120,6,17,36,2,140
125,7,18,37,3,140
140,8,19,49,3,140
37,2,5,31,2,149
44,2,6,34,2,149
50,2,7,36,1,149
58,2,8,29,1,149
76,2,9,41,0,149
79,3,10,42,1,149
85,3,11,41,1,149
100,3,12,50,1,149
110,4,13,52,2,149
116,4,14,40,2,149
127,4,15,48,1,149
131,6,16,46,3,149
139,6,17,39,3,149
142,7,18,32,3,149
149,8,19,33,4,149
78,1,5,52,1,151
88,1,6,48,0,151
98,1,7,44,0,151
101,1,8,42,0,151
107,1,9,39,0,151
127,1,10,49,0,151
140,1,11,52,0,151
147,1,12,49,0,151
151,1,13,50,0,151
61,0,5,55,0,218
66,2,6,46,2,218
81,2,7,44,2,218
88,3,8,44,3,218
96,3,9,45,3,218
101,3,10,40,3,218
116,3,11,50,1,218
131,3,12,50,1,218
139,3,13,51,0,218
151,3,14,55,0,218
153,4,15,52,1,218
164,5,16,48,2,218
184,5,17,53,2,218
201,5,18,62,2,218
218,5,19,67,2,218
48,3,5,44,3,191
55,4,6,44,3,191
59,5,7,42,3,191
77,5,8,51,2,191
82,5,9,43,2,191
90,5,10,42,2,191
100,6,11,45,2,191
103,7,12,44,2,191
116,8,13,39,3,191
130,8,14,48,3,191
136,8,15,46,3,191
151,8,16,51,2,191
164,8,17,61,1,191
171,8,18,55,0,191
191,8,19,61,0,191
56,2,5,48,2,182
62,2,6,43,2,182
73,2,7,47,1,182
86,3,8,49,2,182
95,3,9,40,2,182
101,3,10,45,1,182
115,3,11,53,1,182
117,5,12,44,3,182
128,5,13,42,2,182
130,5,14,35,2,182
145,5,15,44,2,182
154,5,16,39,2,182
161,5,17,44,0,182
173,6,18,45,1,182
182,6,19,52,1,182
30,1,5,28,1,185
44,1,6,40,1,185
50,1,7,38,1,185
61,2,8,45,1,185
68,2,9,48,1,185
71,2,10,41,1,185
75,2,11,31,1,185
89,2,12,39,1,185
103,2,13,42,0,185
114,2,14,46,0,185
145,3,15,74,1,185
159,3,16,84,1,185
169,3,17,80,1,185
179,3,18,76,1,185
185,3,19,71,1,185
46,3,5,42,3,167
50,3,6,36,2,167
54,3,7,31,2,167
61,3,8,29,2,167
66,3,9,28,1,167
87,3,10,41,0,167
93,3,11,43,0,167
99,3,12,45,0,167
109,3,13,48,0,167
117,4,14,51,1,167
129,4,15,42,1,167
141,5,16,48,2,167
154,5,17,55,2,167
157,6,18,48,3,167
167,7,19,50,3,167
65,0,5,55,0,136
73,1,6,57,1,136
80,2,7,51,2,136
86,4,8,45,4,136
88,5,9,35,5,136
91,6,10,26,6,136
95,6,11,22,5,136
98,6,12,18,4,136
102,6,13,16,2,136
115,6,14,27,1,136
119,7,15,28,1,136
122,7,16,27,1,136
127,8,17,29,2,136
131,8,18,29,2,136
136,8,19,21,2,136
42,0,5,33,0,171
50,1,6,38,1,171
61,1,7,44,1,171
71,1,8,42,1,171
78,1,9,44,1,171
81,1,10,39,1,171
86,1,11,36,0,171
98,1,12,37,0,171
107,1,13,36,0,171
120,2,14,42,1,171
123,4,15,42,3,171
135,4,16,49,3,171
143,5,17,45,4,171
153,5,18,46,4,171
171,5,19,51,3,171
28,5,5,23,4,59
31,6,6,20,3,59
50,7,7,34,4,59
56,7,8,37,4,59
59,8,9,33,4,59
59,10,10,31,5,59
52,1,5,43,1,144
57,1,6,40,1,144
61,2,7,36,2,144
65,2,8,28,1,144
68,3,9,20,2,144
72,5,10,20,4,144
81,5,11,24,4,144
83,5,12,22,3,144
87,5,13,22,3,144
92,5,14,24,2,144
99,5,15,27,0,144
115,5,16,34,0,144
130,5,17,47,0,144
135,5,18,48,0,144
144,6,19,52,1,144
46,3,5,42,2,147
49,3,6,38,2,147
53,3,7,31,1,147
62,3,8,36,1,147
67,3,9,29,0,147
75,3,10,29,0,147
84,3,11,35,0,147
96,3,12,43,0,147
105,3,13,43,0,147
117,3,14,50,0,147
126,3,15,51,0,147
132,3,16,48,0,147
141,4,17,45,1,147
147,4,18,42,1,147
65,1,5,60,0,188
78,1,6,61,0,188
89,1,7,57,0,188
95,1,8,45,0,188
103,1,9,48,0,188
118,1,10,53,0,188
131,1,11,53,0,188
139,1,12,50,0,188
147,1,13,52,0,188
154,2,14,51,1,188
163,3,15,45,2,188
171,4,16,40,3,188
178,5,17,39,4,188
186,5,18,39,4,188
188,9,19,34,7,188
45,4,5,39,3,154
50,6,6,38,4,154
54,6,7,37,3,154
59,7,8,30,4,154
66,7,9,31,3,154
80,7,10,35,3,154
84,7,11,34,1,154
97,7,12,43,1,154
104,7,13,45,0,154
111,7,14,45,0,154
123,7,15,43,0,154
127,8,16,43,1,154
136,8,17,39,1,154
147,9,18,43,2,154
154,9,19,43,2,154
35,2,5,32,2,177
38,3,6,26,3,177
50,3,7,33,1,177
63,3,8,40,1,177
68,3,9,36,1,177
78,3,10,43,1,177
86,3,11,48,0,177
95,3,12,45,0,177
100,3,13,37,0,177
108,3,14,40,0,177
117,4,15,39,1,177
123,4,16,37,1,177
147,4,17,52,1,177
162,4,18,62,1,177
177,4,19,69,1,177
58,0,5,51,0,172
69,0,6,49,0,172
74,0,7,47,0,172
82,0,8,44,0,172
92,1,9,45,1,172
103,1,10,45,1,172
106,2,11,37,2,172
107,2,12,33,2,172
115,2,13,33,2,172
125,3,14,33,2,172
131,3,15,28,2,172
139,4,16,33,2,172
148,5,17,41,3,172
167,5,18,52,3,172
172,5,19,47,2,172
61,0,5,57,0,213
71,0,6,65,0,213
76,0,7,58,0,213
83,0,8,48,0,213
93,0,9,42,0,213
103,1,10,42,1,213
108,1,11,37,1,213
125,1,12,49,1,213
138,1,13,55,1,213
148,2,14,55,2,213
154,2,15,51,1,213
162,2,16,54,1,213
172,2,17,47,1,213
190,2,18,52,1,213
213,2,19,65,0,213
47,1,5,47,1,198
51,2,6,44,1,198
55,2,7,45,1,198
63,2,8,40,1,198
75,2,9,39,1,198
85,2,10,38,1,198
100,2,11,49,0,198
112,2,12,57,0,198
117,2,13,54,0,198
128,3,14,53,1,198
135,4,15,50,2,198
155,5,16,55,3,198
176,5,17,64,3,198
181,7,18,64,5,198
198,8,19,70,5,198
49,2,5,47,2,186
56,2,6,49,2,186
65,2,7,54,2,186
76,2,8,49,2,186
81,2,9,48,0,186
94,2,10,45,0,186
101,2,11,45,0,186
104,3,12,39,1,186
112,3,13,36,1,186
133,3,14,52,1,186
141,3,15,47,1,186
160,3,16,59,1,186
167,3,17,63,0,186
182,4,18,70,1,186
186,5,19,53,2,186
64,0,5,56,0,187
72,0,6,52,0,187
79,0,7,52,0,187
90,0,8,45,0,187
95,0,9,36,0,187
98,0,10,34,0,187
108,0,11,36,0,187
117,0,12,38,0,187
132,0,13,42,0,187
150,0,14,55,0,187
154,0,15,56,0,187
164,0,16,56,0,187
172,1,17,55,1,187
184,2,18,52,2,187
187,2,19,37,2,187
48,3,5,46,2,187
53,4,6,35,3,187
59,4,7,29,3,187
62,4,8,20,2,187
78,4,9,33,2,187
85,4,10,37,1,187
94,4,11,41,0,187
100,4,12,41,0,187
115,5,13,53,1,187
117,5,14,39,1,187
125,5,15,40,1,187
133,5,16,39,1,187
141,5,17,41,1,187
169,5,18,54,0,187
187,5,19,70,0,187
57,1,5,45,1,189
61,1,6,45,0,189
67,1,7,40,0,189
76,1,8,38,0,189
86,2,9,40,1,189
91,3,10,34,2,189
103,3,11,42,2,189
116,3,12,49,2,189
134,3,13,58,2,189
141,4,14,55,2,189
149,4,15,58,1,189
155,4,16,52,1,189
169,5,17,53,2,189
179,6,18,45,3,189
189,6,19,48,2,189
52,0,5,46,0,223
60,0,6,41,0,223
66,0,7,36,0,223
72,0,8,31,0,223
87,0,9,37,0,223
97,0,10,45,0,223
117,0,11,57,0,223
127,0,12,61,0,223
140,0,13,68,0,223
148,1,14,61,1,223
167,1,15,70,1,223
179,1,16,62,1,223
195,2,17,68,2,223
207,3,18,67,3,223
223,3,19,75,2,223
34,3,5,29,3,146
43,3,6,37,2,146
47,3,7,38,2,146
61,3,8,46,2,146
72,3,9,46,0,146
76,4,10,42,1,146
84,4,11,41,1,146
107,4,12,60,1,146
110,5,13,49,2,146
116,5,14,44,2,146
131,5,15,55,1,146
137,6,16,53,2,146
143,6,17,36,2,146
146,7,18,36,2,146
146,9,19,30,4,146
54,1,5,53,1,176
55,3,6,48,3,176
58,3,7,43,2,176
69,3,8,42,2,176
73,4,9,34,3,176
88,5,10,34,4,176
91,5,11,36,2,176
100,5,12,42,2,176
107,5,13,38,2,176
119,5,14,46,1,176
122,5,15,34,0,176
133,5,16,42,0,176
147,6,17,47,1,176
163,8,18,56,3,176
176,8,19,57,3,176
61,1,5,46,1,175
69,1,6,39,1,175
78,1,7,42,1,175
79,2,8,34,2,175
82,3,9,23,3,175
88,3,10,27,2,175
94,3,11,25,2,175
103,3,12,25,2,175
108,4,13,29,2,175
114,4,14,32,1,175
121,5,15,33,2,175
126,5,16,32,2,175
136,7,17,33,4,175
156,7,18,48,3,175
175,7,19,61,3,175
53,0,5,48,0,200
64,0,6,54,0,200
74,0,7,52,0,200
79,0,8,47,0,200
93,0,9,50,0,200
103,0,10,50,0,200
111,0,11,47,0,200
130,0,12,56,0,200
144,1,13,65,1,200
157,1,14,64,1,200
168,1,15,65,1,200
174,2,16,63,2,200
180,3,17,50,3,200
186,5,18,42,4,200
200,5,19,43,4,200
60,1,5,53,1,201
73,1,6,56,1,201
81,1,7,57,0,201
100,1,8,67,0,201
114,1,9,72,0,201
121,1,10,61,0,201
132,1,11,59,0,201
148,1,12,67,0,201
156,2,13,56,1,201
160,2,14,46,1,201
180,2,15,59,1,201
193,2,16,61,1,201
201,2,17,53,1,201
62,0,5,56,0,197
67,0,6,57,0,197
79,1,7,53,1,197
82,2,8,39,2,197
93,3,9,40,3,197
104,3,10,42,3,197
112,3,11,45,3,197
127,3,12,48,2,197
132,4,13,50,2,197
136,5,14,43,2,197
149,5,15,45,2,197
155,5,16,43,2,197
169,5,17,42,2,197
182,5,18,50,1,197
197,5,19,61,0,197
51,1,5,49,1,198
59,1,6,44,1,198
71,1,7,46,0,198
84,1,8,54,0,198
90,1,9,55,0,198
102,1,10,51,0,198
109,1,11,50,0,198
125,1,12,54,0,198
134,1,13,50,0,198
148,2,14,58,1,198
155,3,15,53,2,198
164,3,16,55,2,198
179,4,17,54,3,198
190,4,18,56,3,198
198,4,19,50,2,198
49,0,5,45,0,172
58,0,6,40,0,172
64,0,7,41,0,172
76,0,8,45,0,172
85,0,9,45,0,172
89,1,10,40,1,172
94,2,11,36,2,172
99,2,12,35,2,172
107,2,13,31,2,172
125,3,14,40,3,172
131,4,15,42,3,172
137,4,16,43,2,172
148,5,17,49,3,172
157,6,18,50,4,172
172,7,19,47,4,172
41,2,5,38,2,157
46,2,6,37,2,157
52,2,7,30,1,157
59,2,8,27,1,157
72,2,9,33,1,157
74,3,10,33,1,157
84,3,11,38,1,157
88,4,12,36,2,157
95,5,13,36,3,157
102,6,14,30,4,157
115,6,15,41,3,157
134,6,16,50,3,157
138,8,17,50,4,157
146,9,18,51,4,157
157,10,19,55,4,157
62,2,5,57,2,182
70,2,6,57,2,182
75,2,7,46,2,182
89,2,8,51,1,182
98,2,9,52,0,182
105,4,10,43,2,182
116,4,11,46,2,182
121,4,12,46,2,182
126,4,13,37,2,182
131,4,14,33,2,182
141,4,15,36,0,182
149,5,16,33,1,182
162,6,17,41,2,182
168,7,18,42,3,182
182,8,19,51,4,182
54,2,5,44,2,101
65,2,6,53,1,101
68,2,7,47,1,101
74,3,8,46,1,101
75,5,9,39,3,101
86,5,10,32,3,101
90,6,11,25,4,101
94,7,12,26,5,101
98,7,13,24,4,101
100,9,14,25,4,101
100,9,15,14,4,101
101,10,16,11,4,101
50,0,5,47,0,233
59,1,6,46,1,233
64,1,7,44,1,233
80,1,8,53,1,233
91,1,9,53,1,233
98,1,10,48,1,233
119,1,11,60,0,233
139,1,12,75,0,233
147,1,13,67,0,233
166,1,14,75,0,233
183,1,15,85,0,233
198,2,16,79,1,233
205,2,17,66,1,233
214,3,18,67,2,233
233,3,19,67,2,233
72,3,5,63,2,171
77,3,6,56,2,171
84,3,7,55,1,171
95,3,8,54,1,171
110,3,9,45,1,171
123,3,10,51,0,171
128,4,11,51,1,171
134,4,12,50,1,171
149,4,13,54,1,171
156,6,14,46,3,171
161,7,15,38,4,171
164,9,16,36,5,171
170,9,17,36,5,171
171,10,18,22,6,171
62,0,5,58,0,214
67,1,6,59,1,214
72,1,7,48,1,214
80,1,8,42,1,214
86,1,9,37,1,214
96,1,10,34,1,214
109,1,11,42,0,214
124,1,12,52,0,214
131,2,13,51,1,214
143,2,14,57,1,214
153,2,15,57,1,214
173,2,16,64,1,214
182,2,17,58,1,214
200,2,18,69,0,214
214,4,19,71,2,214
72,0,5,62,0,171
78,2,6,54,2,171
94,2,7,59,2,171
99,2,8,47,2,171
112,2,9,54,2,171
118,3,10,46,3,171
133,3,11,55,1,171
150,5,12,56,3,171
158,5,13,59,3,171
171,5,14,59,3,171
42,3,5,35,3,173
48,3,6,32,3,173
55,3,7,22,3,173
63,3,8,26,3,173
75,3,9,34,1,173
76,3,10,34,0,173
79,5,11,31,2,173
83,5,12,28,2,173
90,5,13,27,2,173
102,5,14,27,2,173
116,5,15,40,2,173
123,5,16,44,0,173
148,5,17,65,0,173
164,5,18,74,0,173
173,6,19,71,1,173
62,1,5,54,1,176
71,2,6,58,2,176
73,2,7,45,2,176
88,2,8,50,1,176
92,2,9,43,1,176
102,3,10,40,2,176
109,3,11,38,1,176
114,4,12,41,2,176
121,4,13,33,2,176
128,4,14,36,2,176
140,4,15,38,1,176
156,4,16,47,1,176
164,4,17,50,0,176
176,4,18,55,0,176
54,1,5,44,1,174
68,1,6,47,1,174
74,2,7,41,2,174
79,2,8,39,1,174
86,2,9,35,1,174
95,3,10,41,2,174
103,3,11,35,2,174
111,4,12,37,2,174
117,5,13,38,3,174
124,5,14,38,3,174
128,6,15,33,3,174
137,6,16,34,3,174
146,7,17,35,3,174
149,8,18,32,3,174
174,9,19,50,4,174
60,2,5,43,2,177
67,2,6,42,2,177
75,2,7,41,2,177
83,2,8,41,0,177
87,3,9,34,1,177
98,3,10,38,1,177
103,4,11,36,2,177
108,4,12,33,2,177
112,4,13,29,2,177
130,4,14,43,1,177
136,4,15,38,1,177
147,4,16,44,0,177
165,4,17,57,0,177
169,6,18,57,2,177
177,6,19,47,2,177
43,3,5,40,3,208
49,3,6,26,2,208
53,4,7,26,3,208
66,4,8,34,1,208
77,4,9,38,1,208
91,4,10,48,1,208
105,4,11,56,1,208
113,5,12,60,1,208
119,6,13,53,2,208
123,6,14,46,2,208
141,6,15,50,2,208
159,6,16,54,2,208
174,6,17,61,1,208
200,6,18,81,0,208
208,7,19,85,1,208
65,1,5,53,1,204
67,1,6,50,1,204
77,2,7,50,2,204
85,2,8,45,2,204
99,2,9,41,2,204
105,2,10,40,1,204
108,3,11,41,2,204
111,4,12,34,2,204
115,4,13,30,2,204
128,4,14,29,2,204
133,4,15,28,2,204
149,5,16,41,2,204
170,5,17,59,1,204
196,5,18,81,1,204
204,7,19,76,3,204
54,2,5,51,2,193
59,2,6,46,1,193
63,2,7,39,1,193
84,2,8,52,1,193
89,2,9,40,0,193
104,2,10,50,0,193
110,2,11,51,0,193
119,2,12,56,0,193
128,2,13,44,0,193
143,3,14,54,1,193
149,3,15,45,1,193
158,4,16,48,2,193
171,4,17,52,2,193
179,4,18,51,2,193
193,4,19,50,1,193
47,3,5,43,2,173
57,3,6,47,2,173
61,4,7,50,2,173
66,4,8,44,1,173
76,4,9,44,1,173
93,4,10,46,1,173
102,4,11,45,1,173
122,4,12,61,0,173
129,4,13,63,0,173
134,4,14,58,0,173
145,4,15,52,0,173
152,5,16,50,1,173
156,6,17,34,2,173
167,6,18,38,2,173
173,6,19,39,2,173
47,1,5,36,1,168
56,1,6,38,1,168
66,2,7,39,2,168
69,2,8,38,1,168
82,2,9,39,1,168
99,2,10,52,1,168
104,3,11,48,2,168
106,3,12,40,1,168
114,3,13,45,1,168
124,3,14,42,1,168
133,3,15,34,1,168
135,5,16,31,2,168
154,5,17,48,2,168
161,5,18,47,2,168
168,6,19,44,3,168
52,2,5,50,1,162
55,2,6,44,1,162
64,2,7,34,0,162
71,2,8,31,0,162
88,2,9,42,0,162
97,2,10,45,0,162
107,2,11,52,0,162
112,3,12,48,1,162
121,3,13,50,1,162
126,3,14,38,1,162
130,4,15,33,2,162
133,4,16,26,2,162
142,5,17,30,2,162
150,7,18,29,4,162
162,9,19,36,6,162
40,1,5,33,1,176
50,1,6,41,1,176
61,1,7,40,0,176
72,2,8,48,1,176
78,2,9,44,1,176
92,2,10,52,1,176
98,3,11,48,2,176
102,4,12,41,3,176
111,4,13,39,2,176
128,4,14,50,2,176
132,4,15,40,2,176
139,4,16,41,1,176
152,5,17,50,1,176
156,6,18,45,2,176
176,6,19,48,2,176
50,2,5,34,2,178
56,2,6,35,2,178
61,2,7,33,1,178
77,2,8,36,1,178
85,2,9,38,0,178
88,3,10,38,1,178
103,3,11,47,1,178
106,4,12,45,2,178
113,4,13,36,2,178
118,4,14,33,2,178
130,5,15,42,2,178
141,6,16,38,3,178
154,6,17,48,2,178
167,6,18,54,2,178
178,6,19,60,2,178
69,1,5,67,1,206
74,1,6,61,1,206
84,1,7,59,1,206
92,1,8,51,1,206
104,1,9,46,1,206
119,2,10,50,1,206
126,2,11,52,1,206
128,3,12,44,2,206
141,3,13,49,2,206
155,3,14,51,2,206
165,3,15,46,1,206
172,3,16,46,1,206
183,3,17,55,0,206
198,4,18,57,1,206
206,6,19,51,3,206
43,2,5,36,2,143
52,2,6,35,2,143
57,3,7,29,2,143
67,3,8,35,2,143
80,3,9,45,1,143
93,3,10,50,1,143
97,4,11,45,2,143
103,4,12,46,1,143
110,4,13,43,1,143
114,5,14,34,2,143
120,6,15,27,3,143
121,7,16,24,3,143
128,7,17,25,3,143
135,8,18,25,4,143
143,8,19,29,3,143
81,1,5,74,1,277
102,1,6,84,1,277
117,2,7,77,2,277
128,2,8,83,2,277
148,2,9,90,1,277
161,3,10,80,2,277
173,3,11,71,2,277
180,3,12,63,1,277
191,3,13,63,1,277
202,3,14,54,1,277
214,3,15,53,0,277
232,3,16,59,0,277
243,3,17,63,0,277
256,3,18,65,0,277
277,3,19,75,0,277
76,2,5,67,2,246
91,2,6,64,2,246
102,2,7,52,2,246
119,2,8,60,1,246
141,2,9,74,0,246
151,3,10,75,1,246
165,3,11,74,1,246
170,3,12,68,1,246
182,3,13,63,1,246
185,4,14,44,2,246
190,4,15,39,1,246
210,4,16,45,1,246
224,5,17,54,2,246
231,5,18,49,2,246
246,5,19,61,1,246
31,2,5,27,2,185
35,2,6,26,1,185
38,3,7,26,2,185
46,3,8,20,2,185
58,3,9,29,2,185
73,3,10,42,1,185
77,3,11,42,1,185
88,3,12,50,0,185
93,4,13,47,1,185
108,4,14,50,1,185
123,4,15,50,1,185
138,4,16,61,1,185
145,5,17,57,2,185
160,5,18,67,1,185
185,5,19,77,1,185
59,2,5,57,2,173
63,2,6,48,2,173
73,2,7,44,2,173
80,2,8,46,0,173
89,2,9,42,0,173
93,2,10,34,0,173
99,3,11,36,1,173
105,3,12,32,1,173
109,4,13,29,2,173
120,4,14,31,2,173
126,5,15,33,3,173
145,5,16,46,2,173
154,5,17,49,2,173
169,5,18,60,1,173
173,5,19,53,1,173
61,1,5,54,1,182
64,1,6,47,0,182
74,1,7,40,0,182
82,2,8,39,1,182
85,2,9,39,1,182
87,2,10,26,1,182
104,2,11,40,1,182
109,2,12,35,1,182
124,2,13,42,0,182
134,3,14,49,1,182
141,3,15,54,1,182
148,4,16,44,2,182
153,5,17,44,3,182
166,5,18,42,3,182
182,6,19,48,3,182
85,0,5,67,0,186
89,1,6,57,1,186
93,2,7,47,2,186
104,2,8,51,2,186
112,2,9,48,2,186
132,2,10,47,2,186
137,2,11,48,1,186
144,2,12,51,0,186
150,2,13,46,0,186
167,2,14,55,0,186
176,3,15,44,1,186
186,3,16,49,1,186
54,2,5,49,2,199
61,2,6,49,2,199
65,2,7,42,2,199
80,3,8,45,2,199
88,3,9,43,2,199
95,3,10,41,1,199
115,3,11,54,1,199
125,3,12,60,1,199
136,4,13,56,1,199
146,4,14,58,1,199
157,5,15,62,2,199
162,5,16,47,2,199
182,5,17,57,2,199
191,7,18,55,3,199
199,8,19,53,4,199
61,0,5,56,0,178
65,0,6,49,0,178
73,0,7,41,0,178
88,0,8,49,0,178
98,0,9,53,0,178
101,0,10,40,0,178
107,1,11,42,1,178
121,1,12,48,1,178
129,2,13,41,2,178
136,2,14,38,2,178
140,3,15,39,3,178
144,5,16,37,4,178
152,5,17,31,4,178
159,5,18,30,3,178
178,5,19,42,3,178
56,1,5,45,1,162
60,2,6,40,2,162
64,2,7,37,2,162
69,2,8,35,2,162
74,3,9,33,2,162
83,3,10,27,2,162
90,3,11,30,1,162
104,3,12,40,1,162
109,4,13,40,2,162
122,5,14,48,2,162
128,5,15,45,2,162
137,5,16,47,2,162
147,5,17,43,2,162
159,5,18,50,1,162
162,8,19,40,3,162
52,1,5,45,1,168
58,1,6,40,1,168
63,1,7,38,1,168
74,1,8,38,1,168
78,2,9,33,1,168
83,2,10,31,1,168
90,2,11,32,1,168
98,2,12,35,1,168
108,2,13,34,1,168
114,2,14,36,0,168
138,2,15,55,0,168
147,3,16,57,1,168
156,3,17,58,1,168
162,3,18,54,1,168
168,3,19,54,1,168
62,0,5,55,0,191
75,0,6,65,0,191
80,0,7,61,0,191
91,0,8,67,0,191
95,1,9,53,1,191
104,2,10,42,2,191
111,2,11,36,2,191
121,2,12,41,2,191
129,2,13,38,2,191
134,4,14,39,3,191
143,4,15,39,2,191
148,4,16,37,2,191
162,4,17,41,2,191
179,5,18,50,3,191
191,5,19,57,1,191
32,2,5,29,1,171
38,2,6,32,1,171
47,2,7,40,0,171
58,2,8,41,0,171
75,2,9,52,0,171
78,3,10,46,1,171
92,3,11,54,1,171
101,3,12,54,1,171
103,5,13,45,3,171
113,5,14,38,3,171
120,5,15,42,2,171
134,6,16,42,3,171
146,6,17,45,3,171
151,6,18,48,1,171
171,6,19,58,1,171
46,4,5,45,2,125
59,4,6,46,2,125
65,4,7,49,1,125
75,4,8,55,0,125
77,5,9,47,1,125
83,5,10,37,1,125
89,6,11,30,2,125
95,6,12,30,2,125
97,7,13,22,3,125
102,7,14,25,2,125
111,7,15,28,2,125
112,8,16,23,2,125
114,8,17,19,2,125
115,9,18,18,2,125
125,9,19,23,2,125
46,2,5,36,1,127
50,3,6,33,2,127
60,3,7,30,2,127
68,3,8,27,2,127
73,3,9,29,1,127
84,3,10,38,1,127
87,3,11,37,0,127
94,4,12,34,1,127
